profile_id,risk,morality,action,edge_id,source_id,target_id,transition_kind,compiled_weight,source_is_transient,expected_flow,expected_flow_given_death,expected_flow_given_win
neutral_noble_neutral,neutral,noble,neutral,e0154,83,45,kai,0.5,true,0.0289816886653,0.00888741102319,0.163797556735
neutral_noble_neutral,neutral,noble,neutral,e0155,83,205,profile_choice,0.166666666667,true,0.00966056288842,0.0015270677257,0.0642295416959
neutral_noble_neutral,neutral,noble,neutral,e0156,83,180,profile_choice,0.166666666667,true,0.00966056288842,0.00296247034106,0.0545991855783
neutral_noble_neutral,neutral,noble,neutral,e0157,83,232,profile_choice,0.166666666667,true,0.00966056288842,0.00248400280261,0.0578093042842
neutral_noble_neutral,neutral,noble,neutral,e0158,84,188,forced,1,true,0.0174580871615,0.0102427700172,0.0658668561418
neutral_noble_neutral,neutral,noble,neutral,e0159,85,229,profile_choice,0.5,true,0.125,0.125124634567,0.124163805854
neutral_noble_neutral,neutral,noble,neutral,e0160,85,99,profile_choice,0.5,true,0.125,0.11635895299,0.182974229002
neutral_noble_neutral,neutral,noble,neutral,e0161,86,6,profile_choice,0.25,true,0.0154087325218,0.0131762666619,0.0303867192004
neutral_noble_neutral,neutral,noble,neutral,e0162,86,35,profile_choice,0.25,true,0.0154087325218,0.0142988533905,0.0228550971632
neutral_noble_neutral,neutral,noble,neutral,e0163,86,167,profile_choice,0.25,true,0.0154087325218,0.0141388678267,0.0239284670575
neutral_noble_neutral,neutral,noble,neutral,e0164,86,42,profile_choice,0.25,true,0.0154087325218,0.0141151074831,0.0240878791747
neutral_noble_neutral,neutral,noble,neutral,e0165,87,61,forced,1,true,0.00858162392853,0.00271303465165,0.0479549705001
neutral_noble_neutral,neutral,noble,neutral,e0166,88,216,kai,0.5,true,0.0854304785865,0.0783899807073,0.132666355891
neutral_noble_neutral,neutral,noble,neutral,e0167,88,31,kai,0.5,true,0.0854304785865,0.0783899807073,0.132666355891
neutral_noble_neutral,neutral,noble,neutral,e0168,89,53,random,0.2,true,0.00184875,0.00212430581047,0
neutral_noble_neutral,neutral,noble,neutral,e0169,89,274,random,0.3,true,0.002773125,0.00279444298866,0.00263009905012
neutral_noble_neutral,neutral,noble,neutral,e0170,89,316,random,0.5,true,0.004621875,0.0046574049811,0.00438349841687
neutral_noble_neutral,neutral,noble,neutral,e0171,90,18,forced,1,true,0.023890671628,0.0148849459733,0.084311590626
neutral_noble_neutral,neutral,noble,neutral,e0172,91,198,kai,0.5,true,0.0160956379932,0.00807758456048,0.0698900989343
neutral_noble_neutral,neutral,noble,neutral,e0173,91,152,profile_choice,0.25,true,0.00804781899658,0.00530338112744,0.0264607114768
neutral_noble_neutral,neutral,noble,neutral,e0174,91,7,profile_choice,0.25,true,0.00804781899658,0.00277420343304,0.0434293874575
neutral_noble_neutral,neutral,noble,neutral,e0175,92,13,forced,1,true,0.02182533875,0.0219931178166,0.020699680943
neutral_noble_neutral,neutral,noble,neutral,e0176,93,106,forced,1,true,0.00285044447157,0.00277085658225,0.00338441292658
neutral_noble_neutral,neutral,noble,neutral,e0177,94,7,forced,1,true,0.00251393745906,0.000866591797395,0.013566254907
neutral_noble_neutral,neutral,noble,neutral,e0178,95,240,profile_choice,0.5,true,9.65652689923e-05,4.88801667872e-05,0.0004164925917
neutral_noble_neutral,neutral,noble,neutral,e0179,95,5,profile_choice,0.5,true,9.65652689923e-05,4.88801667872e-05,0.0004164925917
neutral_noble_neutral,neutral,noble,neutral,e0180,96,33,profile_choice,0.5,true,0.00554625,0.00568688990908,0.00460267333772
neutral_noble_neutral,neutral,noble,neutral,e0181,96,248,profile_choice,0.5,true,0.00554625,0.00568688990908,0.00460267333772
neutral_noble_neutral,neutral,noble,neutral,e0182,97,255,profile_choice,0.8,true,0.333794834724,0.313036622505,0.473065150865
neutral_noble_neutral,neutral,noble,neutral,e0183,97,306,profile_choice,0.2,true,0.083448708681,0.0958867216918,0
neutral_noble_neutral,neutral,noble,neutral,e0184,98,139,forced,1,true,0.00804459986898,0,0.0620171652893
neutral_noble_neutral,neutral,noble,neutral,e0185,99,222,forced,1,true,0.125,0.11635895299,0.182974229002
neutral_noble_neutral,neutral,noble,neutral,e0186,100,161,profile_choice,0.333333333333,true,0.0185160788695,0.0106731774382,0.071135415751
neutral_noble_neutral,neutral,noble,neutral,e0187,100,133,profile_choice,0.333333333333,true,0.0185160788695,0.0124438315464,0.0592558013205
neutral_noble_neutral,neutral,noble,neutral,e0188,100,257,profile_choice,0.333333333333,true,0.0185160788695,0.0115585044923,0.0651956085358
neutral_noble_neutral,neutral,noble,neutral,e0189,101,281,forced,1,true,0.0192307692308,0.0200253063744,0.0139000867031
neutral_noble_neutral,neutral,noble,neutral,e0190,102,284,forced,1,true,0.0407238979853,0.0260788015561,0.138980298302
neutral_noble_neutral,neutral,noble,neutral,e0191,103,13,profile_choice,0.5,true,0.045422995,0.045772177562,0.0430802708148
neutral_noble_neutral,neutral,noble,neutral,e0192,103,287,profile_choice,0.5,true,0.045422995,0.045772177562,0.0430802708148
neutral_noble_neutral,neutral,noble,neutral,e0193,104,26,profile_choice,0.5,true,0.0370321577389,0.0226743454576,0.133361120679
neutral_noble_neutral,neutral,noble,neutral,e0194,104,100,profile_choice,0.5,true,0.0370321577389,0.0231170089846,0.130391217072
neutral_noble_neutral,neutral,noble,neutral,e0195,105,298,kai,0.5,true,0.13618125,0.141910106019,0.0977453972141
neutral_noble_neutral,neutral,noble,neutral,e0196,105,335,kai,0.5,true,0.13618125,0.14578836313,0.071725521889
neutral_noble_neutral,neutral,noble,neutral,e0197,106,263,profile_choice,0.5,true,0.0759702770148,0.0700332577476,0.115802731832
neutral_noble_neutral,neutral,noble,neutral,e0198,106,334,profile_choice,0.5,true,0.0759702770148,0.0776649305322,0.0646005632538
neutral_noble_neutral,neutral,noble,neutral,e0199,107,23,forced,1,true,0.00925803943473,0.00533658871911,0.0355677078755
neutral_noble_neutral,neutral,noble,neutral,e0200,108,Death,outcome,1,true,0.0254727051936,0.029269406708,0
neutral_noble_neutral,neutral,noble,neutral,e0201,109,164,profile_choice,0.5,true,1.60942114987e-05,8.14669446453e-06,6.94154319501e-05
neutral_noble_neutral,neutral,noble,neutral,e0202,109,308,profile_choice,0.5,true,1.60942114987e-05,8.14669446453e-06,6.94154319501e-05
neutral_noble_neutral,neutral,noble,neutral,e0203,110,55,forced,1,true,0.0230769230769,0.024445557389,0.0138945266684
neutral_noble_neutral,neutral,noble,neutral,e0204,111,57,profile_choice,0.5,true,9.65652689923e-05,4.88801667872e-05,0.0004164925917
neutral_noble_neutral,neutral,noble,neutral,e0205,111,308,profile_choice,0.5,true,9.65652689923e-05,4.88801667872e-05,0.0004164925917
neutral_noble_neutral,neutral,noble,neutral,e0206,112,33,profile_choice,0.555333333333,true,0.014373415,0.0147378911377,0.0119280836588
neutral_noble_neutral,neutral,noble,neutral,e0207,112,248,profile_choice,0.277666666667,true,0.0071867075,0.00736894556886,0.00596404182938
neutral_noble_neutral,neutral,noble,neutral,e0208,112,Death,combat,0.167,true,0.0043223775,0.00496662698489,0
neutral_noble_neutral,neutral,noble,neutral,e0209,113,347,profile_choice,0.5,true,0.0436506775,0.0439862356332,0.041399361886
neutral_noble_neutral,neutral,noble,neutral,e0210,113,295,profile_choice,0.5,true,0.0436506775,0.0470715188563,0.020699680943
neutral_noble_neutral,neutral,noble,neutral,e0211,114,239,forced,1,true,0.0152621573917,0.00854477569242,0.0603301942264
neutral_noble_neutral,neutral,noble,neutral,e0212,115,150,profile_choice,0.333333333333,true,0.00966056288842,0.0026434919821,0.0567392647155
neutral_noble_neutral,neutral,noble,neutral,e0213,115,177,profile_choice,0.333333333333,true,0.00966056288842,0.0026434919821,0.0567392647155
neutral_noble_neutral,neutral,noble,neutral,e0214,115,83,profile_choice,0.333333333333,true,0.00966056288842,0.0026434919821,0.0567392647155
neutral_noble_neutral,neutral,noble,neutral,e0215,116,321,forced,1,true,0.0108681332495,0.00343590238283,0.0607322126569
neutral_noble_neutral,neutral,noble,neutral,e0216,117,330,forced,1,true,0.0432545039063,0.0435870165134,0.041023621235
neutral_noble_neutral,neutral,noble,neutral,e0217,118,224,forced,1,true,0.0245653107478,0.0124346620588,0.105951860809
neutral_noble_neutral,neutral,noble,neutral,e0218,119,226,profile_choice,0.5,true,0.0263,0.0274316354319,0.0187076687
neutral_noble_neutral,neutral,noble,neutral,e0219,119,38,profile_choice,0.5,true,0.0263,0.0266573968611,0.023902164709
