profile_a,profile_b,node_visit_js_divergence_nats,edge_flow_js_divergence_nats,win_probability_gap,trajectory_entropy_gap_nats
cautious_noble_tactical,neutral_noble_physical,0.0620129537251,0.0848089617762,0.038165327775,1.3059857796
cautious_noble_tactical,neutral_noble_neutral,0.0400142942802,0.0540580320646,0.047125864026,1.1575654654
cautious_noble_tactical,neutral_noble_tactical,0.032322243929,0.0427157200546,0.055463260016,0.320244941
cautious_noble_tactical,reckless_selfish_physical,0.100521821686,0.141828182517,0.116243163125,1.6506252508
cautious_noble_tactical,reckless_selfish_neutral,0.088701293327,0.125468043649,0.12240099142,1.7996734038
cautious_noble_tactical,reckless_selfish_tactical,0.0783266210847,0.110779552456,0.122444687512,1.7486791761
cautious_noble_tactical,reckless_neutral_physical,0.113284751642,0.154183459934,0.106547999285,1.5327591957
cautious_noble_tactical,reckless_neutral_neutral,0.0992082842837,0.135930387801,0.110057099989,1.5449113614
cautious_noble_tactical,reckless_neutral_tactical,0.0872884979559,0.1198580241,0.107892439231,1.4174510474
cautious_noble_tactical,reckless_noble_physical,0.125956701175,0.168163686305,0.0994578410701,1.8364107143
cautious_noble_tactical,reckless_noble_neutral,0.110697430061,0.148881189535,0.101981267226,1.7571934043
cautious_noble_tactical,reckless_noble_tactical,0.0984367357199,0.132573623503,0.0986568585977,1.5880326548
neutral_selfish_physical,neutral_selfish_neutral,0.0102786714556,0.0140834293966,0.031325147344,0.6905685488
neutral_selfish_physical,neutral_selfish_tactical,0.0388772075455,0.0520929020097,0.0592085196833,1.8778707754
neutral_selfish_physical,neutral_neutral_physical,0.00902879828095,0.0120527973714,0.00246991368,0.6138080242
neutral_selfish_physical,neutral_neutral_neutral,0.0203202280607,0.0265375376004,0.019370816353,0.2428339101
neutral_selfish_physical,neutral_neutral_tactical,0.0502683437013,0.0659013218918,0.035345666403,0.7689802905
neutral_selfish_physical,neutral_noble_physical,0.0284722047592,0.0389865274493,0.000505723379,0.5542224937
neutral_selfish_physical,neutral_noble_neutral,0.0397795730658,0.0527860578779,0.00946625963,0.4058021795
neutral_selfish_physical,neutral_noble_tactical,0.0693725003106,0.0906876962442,0.01780365562,0.4315183449
neutral_selfish_physical,reckless_selfish_physical,0.0409899109484,0.0523085476594,0.0785835587288,2.4023885367
neutral_selfish_physical,reckless_selfish_neutral,0.0517608972156,0.0656566669978,0.0847413870242,2.5514366897
neutral_selfish_physical,reckless_selfish_tactical,0.069531370322,0.0887986722717,0.0847850831161,2.500442462
neutral_selfish_physical,reckless_neutral_physical,0.0666449656789,0.0833889082622,0.0688883948888,2.2845224816
neutral_selfish_physical,reckless_neutral_neutral,0.0754260308893,0.0944998883611,0.0723974955927,2.2966746473
neutral_selfish_physical,reckless_neutral_tactical,0.0921430117378,0.116424921776,0.0702328348353,2.1692143333
neutral_selfish_physical,reckless_noble_physical,0.0863580503808,0.10812032862,0.0617982366741,2.5881740002
neutral_selfish_physical,reckless_noble_neutral,0.0936711066489,0.117294598042,0.06432166283,2.5089566902
neutral_selfish_physical,reckless_noble_tactical,0.109786194289,0.138161259925,0.0609972542017,2.3397959407
neutral_selfish_neutral,neutral_selfish_tactical,0.0106134128548,0.014251611329,0.0278833723393,1.1873022266
neutral_selfish_neutral,neutral_neutral_physical,0.0165457469235,0.0238843656225,0.028855233664,1.304376573
neutral_selfish_neutral,neutral_neutral_neutral,0.00853140600587,0.011525694069,0.011954330991,0.9334024589
neutral_selfish_neutral,neutral_neutral_tactical,0.0206748398234,0.0271918677279,0.004020519059,0.0784117417
neutral_selfish_neutral,neutral_noble_physical,0.033596426164,0.0487123287022,0.030819423965,1.2447910425
neutral_selfish_neutral,neutral_noble_neutral,0.0268508757647,0.0373252540949,0.021858887714,1.0963707283
neutral_selfish_neutral,neutral_noble_tactical,0.0391974367598,0.0523070502351,0.013521491724,0.2590502039
neutral_selfish_neutral,reckless_selfish_physical,0.0379837352755,0.052030579795,0.0472584113848,1.7118199879
neutral_selfish_neutral,reckless_selfish_neutral,0.0349587586117,0.0465078432911,0.0534162396802,1.8608681409
neutral_selfish_neutral,reckless_selfish_tactical,0.0396696563003,0.0520945806466,0.0534599357721,1.8098739132
neutral_selfish_neutral,reckless_neutral_physical,0.0613458594682,0.0814078780145,0.0375632475448,1.5939539328
neutral_selfish_neutral,reckless_neutral_neutral,0.0568691498189,0.0742361393898,0.0410723482487,1.6061060985
neutral_selfish_neutral,reckless_neutral_tactical,0.0606687883692,0.0787479560648,0.0389076874913,1.4786457845
neutral_selfish_neutral,reckless_noble_physical,0.0798185384349,0.105317230555,0.0304730893301,1.8976054514
